time_entry_id,shot_id,project_id,artist_id,work_date,hours_logged,task_type,billable_flag,overtime_flag,source_system,comment
TE-0003157,PRJ-1008_SQ010_SH0010,PRJ-1008,ART-030,2025-02-20,11.23,Review Fixes,Y,Y,Production Tracker,
TE-0004884,PRJ-1010_SQ080_SH0090,PRJ-1010,ART-005,2026-01-29,9.3,Review Fixes,Y,Y,Production Tracker,Weekend delivery push
TE-0001443,PRJ-1003_SQ020_SH0080,PRJ-1003,ART-018,2024-06-14,2.01,Production,Y,N,Production Tracker,
TE-0004485,PRJ-1010_SQ030_SH0040,PRJ-1010,ART-028,2025-08-28,13.11,Production,Y,Y,Production Tracker,Client notes
TE-0003092,PRJ-1007_SQ040_SH0050,PRJ-1007,ART-008,2025-02-20,4.18,Production,Y,N,Production Tracker,Late turnover
TE-0006545,PRJ-1015_SQ010_SH0020,PRJ-1015,ART-005,2026-04-09,22.48,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0004241,PRJ-1009_SQ020_SH0110,PRJ-1009,ART-021,2025-11-24,6.72,Production,Y,N,Production Tracker,Weekend delivery push
TE-0001774,PRJ-1004_SQ080_SH0050,PRJ-1004,ART-010,2024-10-09,3.9,Production,Y,N,Timesheet Portal,Client notes
TE-0004856,PRJ-1010_SQ040_SH0090,PRJ-1010,ART-050,2026-01-26,5.36,Production,Y,N,Timesheet Portal,
TE-0004865,PRJ-1010_SQ050_SH0090,PRJ-1010,ART-058,2026-02-07,8.3,Review Fixes,Y,Y,Production Tracker,
TE-0002322,PRJ-1005_SQ040_SH0110,PRJ-1005,ART-050,2025-01-02,2.3,Production,Y,N,Production Tracker,
TE-0006429,PRJ-1014_SQ010_SH0090,PRJ-1014,ART-026,2026-06-30,9.14,Review Fixes,Y,Y,Production Tracker,
TE-0004459,PRJ-1010_SQ090_SH0030,PRJ-1010,ART-055,2025-08-09,8.7,Production,Y,Y,Timesheet Portal,Client notes
TE-0004360,PRJ-1010_SQ050_SH0020,PRJ-1010,ART-012,2025-07-27,8.03,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0003160,PRJ-1008_SQ020_SH0010,PRJ-1008,ART-028,2025-02-13,2.76,Production,Y,N,Production Tracker,Weekend delivery push
TE-0000743,PRJ-1002_SQ050_SH0030,PRJ-1002,ART-008,2024-05-09,2.33,Production,Y,N,Timesheet Portal,
TE-0002788,PRJ-1006_SQ040_SH0060,PRJ-1006,ART-014,2025-04-29,5.41,Production,Y,N,Production Tracker,
TE-0004817,PRJ-1010_SQ090_SH0080,PRJ-1010,ART-055,2026-01-07,9.79,Production,Y,Y,Production Tracker,
TE-0002908,PRJ-1006_SQ010_SH0080,PRJ-1006,ART-030,2025-06-24,4.46,Production,Y,N,Production Tracker,Internal review changes
TE-0000443,PRJ-1001_SQ040_SH0090,PRJ-1001,ART-054,2024-07-22,6.49,Production,Y,N,Production Tracker,
TE-0006591,PRJ-1015_SQ040_SH0030,PRJ-1015,ART-025,2026-05-12,3.5,Production,Y,N,Timesheet Portal,
TE-0001850,PRJ-1004_SQ010_SH0070,PRJ-1004,ART-058,2024-11-12,8.17,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0005108,PRJ-1011_SQ010_SH0060,PRJ-1011,ART-036,2025-11-16,9.34,Production,Y,Y,Production Tracker,
TE-0002170,PRJ-1005_SQ020_SH0070,PRJ-1005,ART-044,2024-11-10,6.02,Production,Y,OT,Timesheet Portal,Client notes
TE-0006538,PRJ-1015_SQ010_SH0020,PRJ-1015,ART-005,2026-03-27,8.04,Production,Y,Y,Production Tracker,
TE-0003090,PRJ-1007_SQ030_SH0050,PRJ-1007,ART-055,2025-02-27,6.49,Production,Y,N,Timesheet Portal,
TE-0003391,PRJ-1008_SQ020_SH0050,PRJ-1008,ART-041,2025-05-19,15.95,Production,Y,Y,Production Tracker,
TE-0002177,PRJ-1005_SQ040_SH0070,PRJ-1005,ART-034,2024-11-22,6.17,QC,Y,N,Production Tracker,Weekend delivery push
TE-0003481,PRJ-1008_SQ070_SH0060,PRJ-1008,ART-033,2025-06-14,2.62,Production,Y,Y,Production Tracker,Internal review changes
TE-0005653,PRJ-1012_SQ060_SH0050,PRJ-1012,ART-019,2026-03-20,3.4,Review Fixes,Y,N,Timesheet Portal,Late turnover
TE-0005764,PRJ-1012_SQ030_SH0070,PRJ-1012,ART-001,2026-05-14,6.01,Production,Y,N,Production Tracker,
TE-0004340,PRJ-1010_SQ090_SH0010,PRJ-1010,ART-004,2025-06-16,6.07,Production,Y,N,Production Tracker,Client notes
TE-0002509,PRJ-1006_SQ070_SH0020,PRJ-1006,ART-003,2024-11-27,2.7,Production,Y,N,Production Tracker,
TE-0002163,PRJ-1005_SQ010_SH0070,PRJ-1005,ART-055,2024-11-14,4.27,Production,TRUE,N,Production Tracker,
TE-0003461,PRJ-1008_SQ020_SH0060,PRJ-1008,ART-025,2025-06-16,8.48,Production,Y,Y,Production Tracker,
TE-0000739,PRJ-1002_SQ040_SH0030,PRJ-1002,ART-003,2024-04-21,2.93,Production,Y,Y,Production Tracker,Client notes
TE-0003395,PRJ-1008_SQ030_SH0050,PRJ-1008,ART-040,2025-05-18,2.92,Production,Y,Y,Production Tracker,Client notes
TE-0000268,PRJ-1001_SQ080_SH0050,PRJ-1001,ART-053,2024-04-28,5.59,Production,Y,Y,Timesheet Portal,Weekend delivery push
TE-0004525,PRJ-1010_SQ090_SH0040,PRJ-1010,ART-041,2025-09-20,2.08,Production,Y,Y,Production Tracker,
TE-0005515,PRJ-1012_SQ030_SH0030,PRJ-1012,ART-006,2026-01-03,0.58,Review Fixes,Y,Y,Production Tracker,
TE-0004622,PRJ-1010_SQ050_SH0060,PRJ-1010,ART-045,2025-11-03,2.98,Production,Y,N,Production Tracker,Client notes
TE-0002225,PRJ-1005_SQ010_SH0090,prj-1005,ART-012,2024-12-12,4.4,Production,Y,N,Timesheet Portal,Late turnover
TE-0003033,PRJ-1007_SQ050_SH0030,PRJ-1007,ART-026,2025-02-26,2.74,Production,Y,N,Timesheet Portal,Late turnover
TE-0004349,PRJ-1010_SQ010_SH0020,PRJ-1010,ART-049,2025-06-22,6.27,Production,Y,Y,Production Tracker,Late turnover
TE-0000123,PRJ-1001_SQ030_SH0030,PRJ-1001,ART-024,2024-03-13,9.24,Production,Y,Y,Production Tracker,
TE-0005821,PRJ-1012_SQ120_SH0070,PRJ-1012,ART-048,2026-05-31,18.33,Review Fixes,Y,Y,Production Tracker,Client notes
TE-0002122,PRJ-1005_SQ030_SH0050,PRJ-1005,ART-002,2024-10-09,4.72,Production,Y,N,Timesheet Portal,
TE-0005749,PRJ-1012_SQ120_SH0060,PRJ-1012,ART-005,2026-06-13,5.6,Production,Y,Y,Production Tracker,Late turnover
TE-0006160,PRJ-1013_SQ040_SH0090,PRJ-1013,ART-030,2026-05-15,7.94,Technical Setup,Y,N,Timesheet Portal,Weekend delivery push
TE-0004450,PRJ-1010_SQ080_SH0030,PRJ-1010,ART-006,2025-08-26,1.72,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0005126,PRJ-1011_SQ040_SH0060,PRJ-1011,ART-005,2025-11-04,7.13,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0006034,PRJ-1013_SQ020_SH0060,PRJ-1013,ART-025,2026-03-24,8.97,QC,Y,Y,Production Tracker,Late turnover
TE-0000650,PRJ-1002_SQ020_SH0020,PRJ-1002,ART-047,2024-03-13,36.98,Production,Y,Y,Production Tracker,Late turnover
TE-0002228,PRJ-1005_SQ020_SH0090,PRJ-1005,ART-011,2024-11-29,2.41,Production,Y,N,Production Tracker,
TE-0001718,PRJ-1004_SQ100_SH0040,PRJ-1004,ART-050,9/24/2024,9.63,Production,Y,Y,Production Tracker,Client notes
TE-0002370,PRJ-1005_SQ020_SH0130,PRJ-1005,ART-025,2025-02-07,10.77,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0003499,PRJ-1008_SQ010_SH0070,PRJ-1008,ART-036,2025-06-27,5.46,QC,Y,N,Timesheet Portal,Internal review changes
TE-0004045,PRJ-1009_SQ020_SH0070,PRJ-1009,ART-018,2025-08-31,2.3,Production,Y,Y,Production Tracker,Late turnover
TE-0006265,PRJ-1014_SQ010_SH0040,PRJ-1014,ART-018,2026-04-14,15.2,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0000152,PRJ-1001_SQ070_SH0030,PRJ-1001,ART-059,2024-03-16,7.94,Production,Y,Y,Timesheet Portal,Client notes
TE-0003949,PRJ-1009_SQ040_SH0050,PRJ-1009,ART-057,2025-07-07,7.71,Technical Setup,Y,N,Production Tracker,
TE-0006094,PRJ-1013_SQ050_SH0070,PRJ-1013,ART-038,2026-04-10,7.95,Technical Setup,Y,N,Production Tracker,Weekend delivery push
TE-0004248,PRJ-1009_SQ040_SH0110,PRJ-1009,ART-059,2025-12-05,5.05,Production,Y,N,Production Tracker,Client notes
TE-0004105,PRJ-1009_SQ030_SH0080,PRJ-1009,ART-038,2025-09-19,5.43,Production,Y,N,Production Tracker,Client notes
TE-0000826,PRJ-1002_SQ030_SH0040,PRJ-1002,ART-059,2024-05-30,7.15,Production,Y,N,Timesheet Portal,
TE-0005229,PRJ-1011_SQ040_SH0090,PRJ-1011,ART-055,2026-01-12,8.8,Production,Y,Y,Production Tracker,Late turnover
TE-0003061,PRJ-1007_SQ040_SH0040,PRJ-1007,ART-005,2025-02-07,32.92,Review Fixes,Y,Y,Production Tracker,Late turnover
TE-0002086,PRJ-1005_SQ030_SH0040,PRJ-1005,ART-042,2024-10-16,5.21,Production,Y,N,Production Tracker,
TE-0001407,PRJ-1003_SQ020_SH0070,PRJ-1003,ART-019,2024-06-08,5.17,QC,Y,Y,Timesheet Portal,Weekend delivery push
TE-0005024,PRJ-1011_SQ030_SH0030,PRJ-1011,ART-036,2025-08-19,9.0,Production,Y,Y,Timesheet Portal,
TE-0003743,PRJ-1009_SQ050_SH0010,PRJ-1009,ART-035,2025-04-11,5.96,Production,Y,N,Timesheet Portal,
TE-0001214,PRJ-1003_SQ020_SH0020,PRJ-1003,ART-038,2024-05-08,7.01,Technical Setup,Y,N,Production Tracker,
TE-0004368,PRJ-1010_SQ060_SH0020,PRJ-1010,ART-024,2025-07-04,8.5,Review Fixes,Y,Y,Timesheet Portal,
TE-0002969,PRJ-1007_SQ010_SH0020,PRJ-1007,ART-059,2025-01-13 00:00:00,9.81,Review Fixes,Y,Y,Production Tracker,Internal review changes
TE-0005929,PRJ-1013_SQ010_SH0030,PRJ-1013,ART-004,2026-02-21,3.13,Production,Y,Y,Timesheet Portal,
TE-0006217,PRJ-1014_SQ040_SH0020,PRJ-1014,ART-019,2026-03-24,8.74,Production,Y,Y,Production Tracker,
TE-0002678,PRJ-1006_SQ080_SH0040,PRJ-1006,ART-059,2025-03-05,4.26,QC,Y,N,Production Tracker,Weekend delivery push
TE-0006786,PRJ-1015_SQ060_SH0090,PRJ-1015,ART-005,2026-08-15,6.68,Technical Setup,Y,Y,Timesheet Portal,Client notes
TE-0001448,PRJ-1003_SQ020_SH0080,PRJ-1003,ART-052,2024-06-02,4.97,Production,Y,Y,Timesheet Portal,Late turnover
TE-0002686,PRJ-1006_SQ110_SH0040,PRJ-1006,ART-015,2025-02-23,4.94,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0004672,PRJ-1010_SQ020_SH0070,PRJ-1010,ART-046,2025-11-17,16.33,Production,Y,Y,Timesheet Portal,
TE-0001237,PRJ-1003_SQ010_SH0030,PRJ-1003,ART-004,2024-05-02,3.97,Production,Y,N,Production Tracker,
TE-0003521,PRJ-1008_SQ050_SH0070,PRJ-1008,ART-015,2025-07-03,6.76,Production,Y,N,Timesheet Portal,
TE-0004801,PRJ-1010_SQ080_SH0080,PRJ-1010,ART-051,2025-12-25,2.79,Review Fixes,Y,N,Timesheet Portal,Client notes
TE-0001208,PRJ-1003_SQ010_SH0020,PRJ-1003,ART-021,2024-04-22,1.06,Production,Y,N,Production Tracker,Client notes
TE-0004206,PRJ-1009_SQ040_SH0100,PRJ-1009,ART-053,2025-11-17,3.1,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0003794,PRJ-1009_SQ050_SH0020,PRJ-1009,ART-006,2025-05-03,2.57,Technical Setup,Y,Y,Production Tracker,Weekend delivery push
TE-0001722,PRJ-1004_SQ010_SH0050,PRJ-1004,ART-041,2024-09-07,4.66,Production,Y,Y,Production Tracker,Internal review changes
TE-0006237,PRJ-1014_SQ060_SH0020,PRJ-1014,ART-058,2026-03-12,5.5,Production,Y,N,Production Tracker,Internal review changes
TE-0005221,PRJ-1011_SQ030_SH0090,PRJ-1011,ART-020,2026-01-06,2.91,Review Fixes,Y,N,Timesheet Portal,Client notes
TE-0005487,PRJ-1012_SQ010_SH0030,PRJ-1012,ART-005,2026-01-03,4.3,Production,Y,Y,Production Tracker,Late turnover
TE-0005234,PRJ-1011_SQ040_SH0090,PRJ-1011,ART-055,2026-01-13,9.41,Production,Y,Y,Timesheet Portal,
TE-0000135,PRJ-1001_SQ050_SH0030,PRJ-1001,ART-007,2024-03-08,9.65,Technical Setup,Y,Y,Production Tracker,
TE-0002036,PRJ-1005_SQ050_SH0020,PRJ-1005,ART-035,2024-09-28,3.07,Review Fixes,Y,Y,Production Tracker,
TE-0003272,PRJ-1008_SQ020_SH0030,PRJ-1008,ART-040,2025-04-03,2.58,Production,Y,N,Timesheet Portal,Client notes
TE-0004628,PRJ-1010_SQ060_SH0060,PRJ-1010,ART-032,2025-10-18,18.74,R&D,N,Y,Timesheet Portal,Late turnover
TE-0005512,PRJ-1012_SQ030_SH0030,PRJ-1012,ART-006,2025-12-22,9.91,QC,Y,Y,Production Tracker,Late turnover
TE-0001891,PRJ-1004_SQ090_SH0070,PRJ-1004,ART-033,2024-11-25,9.77,QC,Y,Y,Production Tracker,Internal review changes
TE-0002183,PRJ-1005_SQ040_SH0070,PRJ-1005,ART-034,2024-12-01,1.19,Production,Y,Y,Production Tracker,
TE-0004686,PRJ-1010_SQ050_SH0070,PRJ-1010,ART-048,2025-12-08,5.79,Production,Y,N,Production Tracker,
TE-0003893,PRJ-1009_SQ020_SH0040,PRJ-1009,ART-045,2025-07-10,6.65,Production,Y,N,Production Tracker,
TE-0001510,PRJ-1004_SQ040_SH0010,PRJ-1004,ART-004,2024-06-27,1.13,Production,Y,N,Production Tracker,Internal review changes
TE-0002387,PRJ-1006_SQ010_SH0010,PRJ-1006,ART-028,2024-10-06,9.72,Review Fixes,Y,Y,Production Tracker,
TE-0001638,PRJ-1004_SQ070_SH0030,PRJ-1004,ART-020,2024-08-18,5.41,Production,Y,Y,Timesheet Portal,
TE-0002602,PRJ-1006_SQ100_SH0030,PRJ-1006,ART-018,2025-01-16,0.8,Production,Y,N,Production Tracker,Late turnover
TE-0005935,PRJ-1013_SQ020_SH0030,PRJ-1013,ART-033,2026-02-14,1.89,Review Fixes,Y,Y,Production Tracker,Late turnover
TE-0003770,PRJ-1009_SQ080_SH0010,PRJ-1009,ART-047,2025-04-29,4.2,Technical Setup,Y,N,Production Tracker,Internal review changes
TE-0003158,PRJ-1008_SQ020_SH0010,PRJ-1008,ART-028,2025-02-05,8.55,Review Fixes,Y,Y,Timesheet Portal,
TE-0004412,PRJ-1010_SQ030_SH0030,PRJ-1010,ART-050,2025-07-31,6.58,Production,Y,N,Production Tracker,Internal review changes
TE-0005155,PRJ-1011_SQ030_SH0070,PRJ-1011,ART-035,2025-12-02,8.29,Production,Y,Y,Timesheet Portal,
TE-0003996,PRJ-1009_SQ010_SH0060,PRJ-1009,ART-001,2025-08-05,2.73,Technical Setup,Y,N,Timesheet Portal,
TE-0002628,PRJ-1006_SQ020_SH0040,PRJ-1006,ART-025,2025-02-01,1.01,Production,Y,Y,Timesheet Portal,Late turnover
TE-0006028,PRJ-1013_SQ020_SH0060,PRJ-1013,ART-025,2026-03-28,6.85,Review Fixes,Y,Y,Production Tracker,Client notes
TE-0006466,PRJ-1014_SQ010_SH0110,PRJ-1014,ART-025,2026-07-26,5.6,Production,Y,Y,Production Tracker,
TE-0005450,PRJ-1012_SQ050_SH0020,PRJ-1012,ART-023,2025-12-07,5.49,QC,Y,Y,Production Tracker,
TE-0004460,PRJ-1010_SQ090_SH0030,PRJ-1010,ART-055,2025-08-08,3.98,Technical Setup,Y,N,Production Tracker,Late turnover
TE-0004422,PRJ-1010_SQ040_SH0030,PRJ-1010,ART-041,2025-07-23,5.52,R&D,N,N,Production Tracker,
TE-0004944,PRJ-1010_SQ050_SH0100,PRJ-1010,ART-024,2026-02-09,0.75,Production,Y,N,Timesheet Portal,
TE-0006433,PRJ-1014_SQ030_SH0090,PRJ-1014,ART-058,2026-07-05,4.55,QC,Y,Y,Production Tracker,Late turnover
TE-0002034,PRJ-1005_SQ040_SH0020,PRJ-1005,ART-010,2025-13-05,4.35,Review Fixes,Y,N,Production Tracker,
TE-0006845,PRJ-1015_SQ050_SH0110,PRJ-1015,ART-051,2026-09-29,19.74,Review Fixes,Y,Y,Timesheet Portal,Late turnover
TE-0000579,PRJ-1002_SQ060_SH0010,PRJ-1002,ART-058,2024-02-28,30.23,Production,Y,Y,Timesheet Portal,Client notes
TE-0001630,PRJ-1004_SQ060_SH0030,PRJ-1004,ART-035,2024-08-10,6.09,Production,Y,Y,Production Tracker,
TE-0005977,PRJ-1013_SQ030_SH0040,PRJ-1013,ART-044,2026-03-01,5.52,QC,Y,Y,Production Tracker,
TE-0006772,PRJ-1015_SQ030_SH0090,PRJ-1015,ART-039,2026-08-17,4.53,Production,Y,N,Production Tracker,
TE-0002674,PRJ-1006_SQ080_SH0040,PRJ-1006,ART-059,2025-02-13,7.42,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0005782,PRJ-1012_SQ080_SH0070,PRJ-1012,ART-045,2026-06-14,3.04,Production,Y,Y,Production Tracker,
TE-0005035,PRJ-1011_SQ050_SH0030,PRJ-1011,ART-059,2025-09-16,1.56,Review Fixes,Y,N,Production Tracker,
TE-0003274,PRJ-1008_SQ020_SH0030,PRJ-1008,ART-040,2025-03-30,1.81,Production,Y,Y,Timesheet Portal,
TE-0006803,PRJ-1015_SQ010_SH0100,PRJ-1015,ART-053,2026-09-01,6.01,Review Fixes,Y,N,Timesheet Portal,
TE-0004810,PRJ-1010_SQ090_SH0080,PRJ-1010,ART-051,2026-01-10,8.69,Production,Y,Y,Timesheet Portal,
TE-0006424,PRJ-1014_SQ050_SH0080,PRJ-1014,ART-038,2026-06-20,3.79,Production,Y,Y,Production Tracker,Client notes
TE-0002653,PRJ-1006_SQ050_SH0040,PRJ-1006,ART-055,2025-02-04,9.04,Production,Y,Y,Production Tracker,Internal review changes
TE-0002402,PRJ-1006_SQ030_SH0010,PRJ-1006,ART-019,2024-10-10,8.73,Review Fixes,Y,Y,Production Tracker,Client notes
TE-0000544,PRJ-1002_SQ030_SH0010,PRJ-1002,ART-025,2024-03-13,4.9,Production,Y,N,Production Tracker,
TE-0006815,PRJ-1015_SQ040_SH0100,PRJ-1015,ART-028,2026-09-04,4.42,Production,Y,N,Timesheet Portal,
TE-0001386,PRJ-1003_SQ040_SH0060,PRJ-1003,ART-054,2024-06-07,6.78,Technical Setup,Y,N,Timesheet Portal,
TE-0004074,PRJ-1009_SQ060_SH0070,PRJ-1009,ART-029,2025-09-09,6.34,Production,Y,N,Production Tracker,
TE-0006098,PRJ-1013_SQ050_SH0070,PRJ-1013,ART-038,2026-04-24,3.45,Review Fixes,Y,N,Timesheet Portal,Late turnover
TE-0000655,PRJ-1002_SQ040_SH0020,PRJ-1002,ART-023,2024-03-23,7.47,Technical Setup,Y,Y,Timesheet Portal,
TE-0001008,PRJ-1002_SQ070_SH0060,PRJ-1002,ART-052,2024-08-12,6.36,Production,Y,N,Production Tracker,Client notes
TE-0005513,PRJ-1012_SQ030_SH0030,PRJ-1012,ART-006,2026-01-07,7.11,Production,Y,N,Production Tracker,
TE-0003606,PRJ-1008_SQ050_SH0080,PRJ-1008,ART-038,2025-07-25,0.56,Production,Y,N,Production Tracker,Weekend delivery push
TE-0002658,PRJ-1006_SQ050_SH0040,PRJ-1006,ART-055,2025-02-01,9.94,Review Fixes,Y,Y,Production Tracker,Internal review changes
TE-0000845,PRJ-1002_SQ050_SH0040,PRJ-1002,ART-043,2024-06-14,15.01,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0003824,PRJ-1009_SQ080_SH0020,PRJ-1009,ART-007,2025-05-10,9.36,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0000527,PRJ-1002_SQ010_SH0010,PRJ-1002,ART-008,2024-02-13,2.76,Review Fixes,Y,N,Timesheet Portal,Weekend delivery push
TE-0000421,PRJ-1001_SQ010_SH0090,PRJ-1001,ART-031,2024-07-09,13.09,Production,Y,Y,Production Tracker,
TE-0003116,PRJ-1007_SQ040_SH0060,PRJ-1007,ART-039,2025-03-01,1.61,Review Fixes,Y,Y,Production Tracker,
TE-0004228,PRJ-1009_SQ070_SH0100,PRJ-1009,ART-025,2025-11-18,2.04,Production,Y,N,Production Tracker,Internal review changes
TE-0004579,PRJ-1010_SQ070_SH0050,PRJ-1010,ART-011,2025-10-07,1.85,Production,Y,OT,Production Tracker,Client notes
TE-0001648,PRJ-1004_SQ090_SH0030,PRJ-1004,ART-018,2024-09-05,6.73,Review Fixes,Y,N,Production Tracker,
TE-0005732,PRJ-1012_SQ080_SH0060,PRJ-1012,ART-023,2026-04-24,6.94,Production,Y,N,Production Tracker,Late turnover
TE-0000988,PRJ-1002_SQ050_SH0060,PRJ-1002,ART-041,2024-08-20,7.6,R&D,N,N,Timesheet Portal,Weekend delivery push
TE-0000549,PRJ-1002_SQ040_SH0010,PRJ-1002,ART-047,2024-03-05,4.66,R&D,N,N,Timesheet Portal,
TE-0002091,PRJ-1005_SQ030_SH0040,PRJ-1005,ART-042,2024-10-14,7.65,Review Fixes,Y,N,Production Tracker,Internal review changes
TE-0004928,PRJ-1010_SQ030_SH0100,PRJ-1010,ART-060,2026-02-13,4.76,Production,Y,N,Production Tracker,
TE-0005941,PRJ-1013_SQ040_SH0030,PRJ-1013,ART-032,2026-03-02,6.79,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0002699,PRJ-1006_SQ020_SH0050,PRJ-1006,ART-055,2025-03-09,2.99,Review Fixes,Y,Y,Production Tracker,
TE-0006027,PRJ-1013_SQ010_SH0060,PRJ-1013,ART-036,2026-03-26,10.2,Production,Y,Y,Production Tracker,
TE-0000882,PRJ-1002_SQ010_SH0050,PRJ-1002,ART-013,2024-06-19,3.64,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0000103,PRJ-1001_SQ070_SH0020,PRJ-1001,ART-038,2024-02-25,4.45,Production,Y,Y,Production Tracker,
TE-0004287,PRJ-1010_SQ010_SH0010,PRJ-1010,ART-044,24-May-2025,3.9,Review Fixes,Y,Y,Timesheet Portal,Late turnover
TE-0001890,PRJ-1004_SQ090_SH0070,PRJ-1004,ART-033,2024-11-27,26,Production,Y,Y,Production Tracker,Client notes
TE-0001964,PRJ-1004_SQ030_SH0090,PRJ-1004,ART-023,2024-12-27,9.8,Production,Y,Y,Timesheet Portal,Client notes
TE-0000605,PRJ-1002_SQ110_SH0010,PRJ-1002,ART-041,2024-03-08,4.83,Production,Y,N,Production Tracker,
TE-0002334,PRJ-1005_SQ010_SH0120,PRJ-1005,ART-021,2025-01-23,8.47,Production,Y,Y,Timesheet Portal,Client notes
TE-0001543,PRJ-1004_SQ010_SH0020,PRJ-1004,ART-038,2024-06-30,9.39,QC,Y,Y,Timesheet Portal,
TE-0006496,PRJ-1014_SQ060_SH0120,PRJ-1014,ART-009,2026-09-04,1.74,Review Fixes,Y,N,Production Tracker,Client notes
TE-0000702,PRJ-1002_SQ120_SH0020,PRJ-1002,ART-024,2024-04-19,7.28,Production,Y,N,Production Tracker,Client notes
TE-0000738,PRJ-1002_SQ040_SH0030,PRJ-1002,ART-003,2024-04-29,4.81,Production,Y,N,Production Tracker,Late turnover
TE-0004956,PRJ-1010_SQ060_SH0100,PRJ-1010,ART-036,2026-02-25,27.34,QC,Y,OT,Production Tracker,
TE-0005577,PRJ-1012_SQ060_SH0040,PRJ-1012,ART-009,2026-02-14,4.19,Production,Y,Y,Production Tracker,Client notes
TE-0002517,PRJ-1006_SQ080_SH0020,PRJ-1006,ART-013,2024-11-26,6.79,Review Fixes,Y,No,Timesheet Portal,
TE-0005353,PRJ-1011_SQ020_SH0130,PRJ-1011,ART-018,2026-04-04,9.93,Review Fixes,Y,Y,Production Tracker,Late turnover
TE-0001656,PRJ-1004_SQ100_SH0030,PRJ-1004,ART-035,2024-08-30,3.13,Production,Y,N,Production Tracker,Client notes
TE-0005203,PRJ-1011_SQ010_SH0090,PRJ-1011,ART-021,2026-01-11,2.88,Review Fixes,Y,Y,Production Tracker,
TE-0001421,PRJ-1003_SQ040_SH0070,PRJ-1003,ART-038,2024-05-29,7.85,Production,Y,N,Production Tracker,Internal review changes
TE-0004523,PRJ-1010_SQ090_SH0040,PRJ-1010,ART-041,2025-09-10,7.71,Production,Y,OT,Production Tracker,
TE-0002693,PRJ-1006_SQ120_SH0040,PRJ-1006,ART-045,2025-02-17,6.07,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0001733,PRJ-1004_SQ020_SH0050,PRJ-1004,ART-003,2024-09-29,2.48,Review Fixes,Y,Y,Production Tracker,Late turnover
TE-0005047,PRJ-1011_SQ010_SH0040,PRJ-1011,ART-047,2025-09-18,3.71,Review Fixes,Y,N,Timesheet Portal,
TE-0004203,PRJ-1009_SQ030_SH0100,PRJ-1009,ART-001,2025-11-01,54.45,Production,Y,Y,Production Tracker,Late turnover
TE-0000692,PRJ-1002_SQ100_SH0020,PRJ-1002,ART-021,2024-04-26,5.7,Production,Y,N,Production Tracker,Weekend delivery push
TE-0002452,PRJ-1006_SQ100_SH0010,PRJ-1006,ART-029,2024-11-28,5.06,Production,Y,N,Timesheet Portal,Client notes
TE-0001303,PRJ-1003_SQ040_SH0040,PRJ-1003,ART-041,2024-05-18,7.9,QC,Y,Y,Timesheet Portal,Internal review changes
TE-0000325,PRJ-1001_SQ010_SH0070,PRJ-1001,ART-028,2024-05-17,3.23,Production,Y,N,Timesheet Portal,Internal review changes
TE-0006060,PRJ-1013_SQ050_SH0060,PRJ-1013,ART-038,3/29/2026,8.24,Technical Setup,Y,Y,Timesheet Portal,Internal review changes
TE-0006795,PRJ-1015_SQ070_SH0090,PRJ-1015,ART-026,2026-08-27,12.06,Production,Y,Y,Production Tracker,
TE-0001479,PRJ-1003_SQ020_SH0090,PRJ-1003,ART-040,2024-06-06,0.76,Production,Y,N,Production Tracker,
TE-0000445,PRJ-1001_SQ050_SH0090,PRJ-1001,ART-052,2024-07-14,8.44,Review Fixes,Y,Y,Production Tracker,
TE-0000551,PRJ-1002_SQ040_SH0010,PRJ-1002,ART-047,2024-02-27,1.44,Review Fixes,Y,N,Production Tracker,
TE-0005959,PRJ-1013_SQ010_SH0040,PRJ-1013,ART-008,2026-03-09,8.03,Production,Y,Y,Production Tracker,Internal review changes
TE-0003084,PRJ-1007_SQ030_SH0050,PRJ-1007,ART-055,2025-03-01,6.95,Production,Y,Y,Production Tracker,Client notes
TE-0002555,PRJ-1006_SQ030_SH0030,PRJ-1006,ART-060,2024-12-29,4.52,Technical Setup,Y,Y,Timesheet Portal,Client notes
TE-0003257,PRJ-1008_SQ090_SH0020,PRJ-1008,ART-006,2025-03-22,13.74,Production,Y,Y,Production Tracker,Client notes
TE-0005998,PRJ-1013_SQ020_SH0050,PRJ-1013,ART-004,2026-03-18,3.85,Review Fixes,Y,N,Production Tracker,Weekend delivery push
